6700,Arlon,Luxembourg,None,,
7864,Twee-Akren,Hainaut,None,,
8434,Westende,West Flanders,None,,
4020,Jupille,Liège,None,,
8434,Westende,West Flanders,None,,
8434,Westende,West Flanders,None,,
8434,Westende,West Flanders,None,,
8434,Westende,West Flanders,None,,
3583,Paal,Limburg,None,,
8501,Bissegem,West Flanders,None,,
1480,Tubize,Walloon Brabant,None,,
8501,Heule,West Flanders,None,,
8501,Heule,West Flanders,None,,
8434,Westende,West Flanders,None,,
4101,JEMEPPE-SUR-MEUSE,Liège,None,,
7911,FRASNES-LEZ-BUISSENAL,Hainaut,None,,
2610,Wilrijk,Antwerp,None,,
8434,Westende,West Flanders,None,,
2140,Borgerhout,Antwerp,None,,
8501,Heule,West Flanders,None,,
4802,Heusy,Liège,None,,
1020,Bruxelles,Brussels,None,,
1020,Laeken,Brussels,None,,
7021,Havré,Hainaut,None,,
4300,Waremme,Liège,None,,
4500,Huy,Liège,None,,
1120,Neder-Over-Heembeek,Brussels,None,,
8501,Heule,West Flanders,None,,
1020,Bruxelles,Brussels,None,,
9040,SINT-AMANDSBERG,East Flanders,None,,
9040,Sint-amandsberg,East Flanders,None,,
4000,Liege,Liège,None,,
4101,JEMEPPE-SUR-MEUSE,Liège,None,,
6792,HALANZY,Luxembourg,None,,
4020,Jupille-sur-meuse,Liège,None,,
9041,OOSTAKKER,East Flanders,None,,
4000,LIEGE,Liège,None,,
1731,Relegem,Flemish Brabant,None,,
1000,Bruxelles,Brussels,None,,
7712,Herseaux,Hainaut,None,,
4030,Liège Grivegnée,Liège,None,,
1190,Forest,Brussels,None,,
1190,FOREST,Brussels,None,,
1020,Laeken,Brussels,None,,
1731,Zellik,Flemish Brabant,None,,
4030,Liège Grivegnée,Liège,None,,
1400,Nivelles,Walloon Brabant,None,,
7864,Deux-Acren,Hainaut,None,,
1000,Bruxelles,Brussels,None,,
1703,Schepdaal,Flemish Brabant,None,,
1400,Nivelles,Walloon Brabant,None,,
1190,Forest,Brussels,None,,
7973,STAMBRUGES,Hainaut,None,,
4600,Visé,Liège,None,,
6700,Arlon,Luxembourg,None,,
9040,Sint-amandsberg,East Flanders,None,,
8434,Westende,West Flanders,None,,
4020,Liège Jupillesur-Meuse,Liège,None,,
1020,Bruxelles,Brussels,None,,
4500,Huy,Liège,None,,
8434,Westende,West Flanders,None,,
6700,Arlon,Luxembourg,None,,
8434,Westende,West Flanders,None,,
8301,Heist-aan-Zee,West Flanders,None,,
4020,Liège Jupillesur-Meuse,Liège,None,,
4500,Huy,Liège,None,,
9031,Drongen,East Flanders,None,,
2170,Merksem,Antwerp,None,,
8434,Westende,West Flanders,None,,
2610,Wilrijk,Antwerp,None,,
1300,Wavre,Walloon Brabant,None,,
7500,Tournai,Hainaut,None,,
8501,Bissegem,West Flanders,None,,
6792,HALANZY,Luxembourg,None,,
5001,Namur,Namur,None,,
9111,Belsele,East Flanders,None,,
2100,Deurne (2100),Antwerp,None,,
8700,Aarsele,West Flanders,None,,
9910,Knesselare,East Flanders,None,,
1470,GENAPPE,Walloon Brabant,None,,
1420,Braine-l'Alleud,Walloon Brabant,None,,
4500,HUY,Liège,None,,
2140,Borgerhout,Antwerp,None,,
8551,Heestert,West Flanders,None,,
8510,Marke,West Flanders,None,,
1400,Nivelles,Walloon Brabant,None,,
4000,LIEGE,Liège,None,,
7500,Tournai,Hainaut,None,,
9030,Mariakerke,East Flanders,None,,
8301,Heist-aan-Zee,West Flanders,None,,
1020,Laeken,Brussels,None,,
8301,Heist-aan-Zee,West Flanders,None,,
1000,Bruxelles,Brussels,None,,
9040,Sint-amandsberg,East Flanders,None,,
6792,HALANZY,Luxembourg,None,,
6792,HALANZY,Luxembourg,None,,
4280,Hannut Thisnes,Liège,None,,
9750,Zingem Ouwegem,East Flanders,None,,
9910,Knesselare,East Flanders,None,,
4030,Liège Grivegnée,Liège,None,,
4020,Liège Jupillesur-Meuse,Liège,None,,
4030,Liège Grivegnée,Liège,None,,
4032,Liege Chenée,Liège,None,,
9040,SINT-AMANDSBERG,East Flanders,None,,
1000,Bruxelles,Brussels,None,,
1120,Bruxelles,Brussels,None,,
9040,Sint-Amandsberg,East Flanders,None,,
8300,Knokke-Zoute,West Flanders,None,,
8434,Westende,West Flanders,None,,
8434,Westende,West Flanders,None,,
1480,Tubize,Walloon Brabant,None,,
4030,Liège Grivegnée,Liège,None,,
6700,Arlon,Luxembourg,None,,
4053,Embourg,Liège,None,,
1851,HUMBEEK,Flemish Brabant,None,,
8301,Heist-aan-Zee,West Flanders,None,,
7500,Tournai,Hainaut,None,,
9032,Wondelgem,East Flanders,None,,
8434,WESTENDE,West Flanders,None,,
9040,SINT-AMANDSBERG,East Flanders,None,,
8700,Aarsele,West Flanders,None,,
6791,Athus,Luxembourg,None,,
5060,AUVELAIS,Namur,None,,
1120,Neder-Over-Heembeek,Brussels,None,,
1120,Neder-Over-Heembeek,Brussels,None,,
8501,Bissegem,West Flanders,None,,
2610,Wilrijk,Antwerp,None,,
4030,Liege Grivegnée,Liège,None,,
3051,SINT-JORIS-WEERT,Flemish Brabant,None,,
1400,NIVELLES,Walloon Brabant,None,,
1301,Wavre,Walloon Brabant,None,,
1400,Nivelles,Walloon Brabant,None,,
1654,Huizingen,Flemish Brabant,None,,
5100,Wépion,Namur,None,,
7534,Tournai Maulde,Hainaut,None,,
1480,Tubize,Walloon Brabant,None,,
9031,Drongen,East Flanders,None,,
4300,WAREMME,Liège,None,,
2610,Wilrijk,Antwerp,None,,
1702,Groot-Bijgaarden,Flemish Brabant,None,,
1190,Forest,Brussels,None,,
7040,Gognies Chaussee,Hainaut,None,,
1400,Nivelles,Walloon Brabant,None,,
1731,Zellik,Flemish Brabant,None,,
4030,Liège Grivegnée,Liège,None,,
5020,VEDRIN,Namur,None,,
1502,Lembeek,Flemish Brabant,None,,
3391,Meensel-Kiezegem,Flemish Brabant,None,,
9032,Wondelgem,East Flanders,None,,
4671,Saive,Liège,None,,
4053,Embourg,Liège,None,,
1420,Braine-l'Alleud,Walloon Brabant,None,,
2610,Wilrijk,Antwerp,None,,
1000,Bruxelles,Brussels,None,,
5621,HANZINELLE,Namur,None,,
7000,Mons,Hainaut,None,,
4600,VISÉ,Liège,None,,
8211,Aartrijke,West Flanders,None,,
5002,Namur,Namur,None,,
9032,Wondelgem,East Flanders,None,,
7090,Hennuyères,Hainaut,None,,
9111,Belsele,East Flanders,None,,
9831,Deurle,East Flanders,None,,
9031,Drongen,East Flanders,None,,
1702,Groot-Bijgaarden,Flemish Brabant,None,,
2610,WILRIJK,Antwerp,None,,
1020,Laeken,Brussels,None,,
4020,Liege (Bressoux),Liège,None,,
4600,Lixhe,Liège,None,,
4287,Lincent Racour,Liège,None,,
4360,Oreye,Liège,None,,
1190,Forest,Brussels,None,,
1400,NIVELLES,Walloon Brabant,None,,
4030,Liège Grivegnée,Liège,None,,
8211,Aartrijke,West Flanders,None,,
1852,Beigem,Flemish Brabant,None,,
8510,Marke,West Flanders,None,,
1020,Laeken,Brussels,None,,
1332,GENVAL,Walloon Brabant,None,,
1190,Forest,Brussels,None,,
1000,Nord-Est (Bruxelles),Brussels,None,,
1020,Laeken,Brussels,None,,
1731,Zellik,Flemish Brabant,None,,
5542,BLAIMONT,Namur,None,,
7012,FLÉNU,Hainaut,None,,
2660,Hoboken,Antwerp,None,,
1341,Céroux-Mousty,Walloon Brabant,None,,
1731,Zellik,Flemish Brabant,None,,
6010,Couillet,Hainaut,None,,
9041,Oostakker,East Flanders,None,,
1731,Zellik,Flemish Brabant,None,,
6210,FRASNES-LEZ-GOSSELIES,Hainaut,None,,
1120,Neder-Over-Heembeek,Brussels,None,,
1020,Bruxelles,Brussels,None,,
1731,Zellik,Flemish Brabant,None,,
1020,Laeken,Brussels,None,,
4300,Waremme,Liège,None,,
8301,Heist-aan-Zee,West Flanders,None,,
1020,Laeken,Brussels,None,,
3401,Walsbets,Flemish Brabant,None,,
8300,het Zoute,West Flanders,None,,
4500,Huy,Liège,None,,
4500,Huy,Liège,None,,
4500,Huy,Liège,None,,
7860,Lessines,Hainaut,None,,
8434,Westende,West Flanders,None,,
1731,Zellik,Flemish Brabant,None,,
1190,Forest,Brussels,None,,
1190,Forest,Brussels,None,,
2610,Wilrijk,Antwerp,None,,
1190,Forest,Brussels,None,,
1731,Zellik,Flemish Brabant,None,,
2140,Borgerhout,Antwerp,None,,
4030,Grivegnée,Liège,None,,
6724,HOUDEMONT,Luxembourg,None,,
9472,Iddergem,East Flanders,None,,
7034,Mons - Obourg,Hainaut,None,,
9031,Drongen,East Flanders,None,,
1731,Zellik,Flemish Brabant,None,,
2170,Merksem,Antwerp,None,,
4300,WAREMME,Liège,None,,
4141,Louveigné,Liège,None,,
2610,Wilrijk,Antwerp,None,,
1020,LAEKEN,Brussels,None,,
4102,Ougrée,Liège,None,,
1501,Buizingen,Flemish Brabant,None,,
7500,Tournai,Hainaut,None,,
1731,Zellik,Flemish Brabant,None,,
1420,Braine-l'Alleud,Walloon Brabant,None,,
1652,Alsemberg,Flemish Brabant,None,,
9041,OOSTAKKER,East Flanders,None,,
1731,Zellik,Flemish Brabant,None,,
7011,GHLIN,Hainaut,None,,
2140,Borgerhout,Antwerp,None,,
4600,Visé,Liège,None,,
9831,Deurle,East Flanders,None,,
1731,Zellik,Flemish Brabant,None,,
1731,Zellik,Flemish Brabant,None,,
1300,Wavre,Walloon Brabant,None,,
1731,Zellik,Flemish Brabant,None,,
1731,Zellik,Flemish Brabant,None,,
7500,Tournai,Hainaut,None,,
7060,Horrues,Hainaut,None,,
7500,Tournai,Hainaut,None,,
7131,Waudrez,Hainaut,None,,
7540,KAIN,Hainaut,None,,
7500,Tournai,Hainaut,None,,
2223,Schriek,Antwerp,None,,
1420,Braine-l'Alleud,Walloon Brabant,None,,
1420,Braine-l'Alleud,Walloon Brabant,None,,
2223,Schriek,Antwerp,None,,
7000,MONS,Hainaut,None,,
1430,Bierghes,Walloon Brabant,None,,
1731,Zellik,Flemish Brabant,None,,
7782,Ploegsteert,Hainaut,None,,
4020,Wandre,Liège,None,,
4400,Ivoz-Ramet,Liège,None,,
1420,Braine-l'Alleud,Walloon Brabant,None,,
1420,Braine-l'Alleud,Walloon Brabant,None,,
1420,Braine-l'Alleud,Walloon Brabant,None,,
4500,HUY,Liège,None,,
5001,BELGRADE,Namur,None,,
7022,Mons,Hainaut,None,,
1420,Braine-l'Alleud,Walloon Brabant,None,,
1421,Ophain-Bois-Seigneur-Isaac,Walloon Brabant,None,,
2610,Wilrijk,Antwerp,None,,
1331,Rosières,Walloon Brabant,None,,
4600,Loën (Visé),Liège,None,,
9401,Pollare,East Flanders,None,,
1300,Wavre,Walloon Brabant,None,,
1020,LAEKEN,Brussels,None,,
7020,Mons Nimy,Hainaut,None,,
1000,Bruxelles,Brussels,None,,
1190,Forest,Brussels,None,,
1420,Braine-l'Alleud,Walloon Brabant,None,,
9032,Wondelgem,East Flanders,None,,
9032,Wondelgem,East Flanders,None,,
9032,Wondelgem,East Flanders,None,,
1731,Zellik,Flemish Brabant,None,,
7500,Tournai,Hainaut,None,,
2040,Berendrecht,Antwerp,None,,
7040,AULNOIS,Hainaut,None,,
2170,Merksem,Antwerp,None,,
3010,Kessel Lo,Flemish Brabant,None,,
4801,Stembert,Liège,None,,
4600,Visé,Liège,None,,
9040,SINT-AMANDSBERG,East Flanders,None,,
1020,Laeken,Brussels,None,,
1420,Braine-l'Alleud,Walloon Brabant,None,,
9401,Pollare,East Flanders,None,,
2610,Wilrijk,Antwerp,None,,
3510,Kermt,Limburg,None,,
7033,CUESMES,Hainaut,None,,
2610,Wilrijk,Antwerp,None,,
9032,Wondelgem,East Flanders,None,,
2322,Minderhout,Antwerp,None,,
1342,Limelette,Walloon Brabant,None,,
3832,Ulbeek,Limburg,None,,
1020,Laeken,Brussels,None,,
2140,Borgerhout,Antwerp,None,,
2170,Merksem,Antwerp,None,,
6041,Gosselies,Hainaut,None,,
4101,Jemeppe-sur-Meuse,Liège,None,,
1020,Laeken,Brussels,None,,
1020,Bruxelles  2,Brussels,None,,
3293,Kaggevinne,Flemish Brabant,None,,
6001,Marcinelle,Hainaut,None,,
6040,Jumet,Hainaut,None,,
9992,Middelburg,East Flanders,None,,
9052,Zwijnaarde,East Flanders,None,,
4052,Beaufays,Liège,None,,
3078,Everberg,Flemish Brabant,None,,
1502,Lembeek,Flemish Brabant,None,,
1861,Wolvertem,Flemish Brabant,None,,
2170,MERKSEM,Antwerp,None,,
2610,WILRIJK,Antwerp,None,,
2180,EKEREN,Antwerp,None,,
2170,MERKSEM,Antwerp,None,,
2140,BORGERHOUT,Antwerp,None,,
2170,MERKSEM,Antwerp,None,,
2610,Wilrijk,Antwerp,None,,
2610,Wilrijk,Antwerp,None,,
2170,MERKSEM,Antwerp,None,,
2170,Merksem,Antwerp,None,,
2140,BORGERHOUT,Antwerp,None,,
2890,OPPUURS,Antwerp,None,,
2811,Leest,Antwerp,None,,
2381,Weelde,Antwerp,None,,
2170,MERKSEM,Antwerp,None,,
2610,Wilrijk,Antwerp,None,,
2610,WILRIJK,Antwerp,None,,
2180,Ekeren,Antwerp,None,,
2170,Merksem,Antwerp,None,,
2170,Merksem,Antwerp,None,,
2610,WILRIJK,Antwerp,None,,
2140,Borgerhout,Antwerp,None,,
2140,Borgerhout,Antwerp,None,,
2140,BORGERHOUT,Antwerp,None,,
2170,Merksem,Antwerp,None,,
2170,MERKSEM,Antwerp,None,,
2170,Merksem,Antwerp,None,,
2100,Deurne (2100),Antwerp,None,,
3511,Kuringen,Limburg,None,,
2610,Wilrijk,Antwerp,None,,
2170,MERKSEM,Antwerp,None,,
2610,Wilrijk,Antwerp,None,,
2610,Wilrijk,Antwerp,None,,
2140,Borgerhout,Antwerp,None,,
1190,Forest,Brussels,None,,
2610,Wilrijk,Antwerp,None,,
2180,Ekeren,Antwerp,None,,
2170,Merksem,Antwerp,None,,
2170,Merksem,Antwerp,None,,
2660,Hoboken,Antwerp,None,,
2660,HOBOKEN,Antwerp,None,,
2610,WILRIJK,Antwerp,None,,
2140,Borgerhout,Antwerp,None,,
2610,WILRIJK,Antwerp,None,,
2170,MERKSEM,Antwerp,None,,
2170,Merksem,Antwerp,None,,
2180,Ekeren,Antwerp,None,,
2140,BORGERHOUT,Antwerp,None,,
2610,Wilrijk,Antwerp,None,,
2610,Wilrijk,Antwerp,None,,
2180,Ekeren,Antwerp,None,,
2140,Borgerhout,Antwerp,None,,
2170,Merksem,Antwerp,None,,
2811,Hombeek,Antwerp,None,,
2660,HOBOKEN,Antwerp,None,,
2140,BORGERHOUT,Antwerp,None,,
2180,Ekeren,Antwerp,None,,
2610,Wilrijk,Antwerp,None,,
2140,Borgerhout,Antwerp,None,,
3201,LANGDORP,Flemish Brabant,None,,
2170,MERKSEM,Antwerp,None,,
2431,Veerle,Antwerp,None,,
1020,Laeken,Brussels,None,,
2243,Pulle,Antwerp,None,,
2660,Hoboken,Antwerp,None,,
4400,Ivoz-Ramet,Liège,None,,
9032,Wondelgem,East Flanders,None,,
2811,Leest,Antwerp,None,,
4032,Liège Chênée,Liège,None,,
4032,CHENEE,Liège,None,,
1702,GRAND-BIGARD,Flemish Brabant,None,,
1020,Laeken,Brussels,None,,
6060,Gilly,Hainaut,None,,
1190,Forest,Brussels,None,,
1501,Buizingen,Flemish Brabant,None,,
5004,Bouge,Namur,None,,
2140,Borgerhout,Antwerp,None,,
4360,Oreye,Liège,None,,
1020,Laeken,Brussels,None,,
2610,WILRIJK,Antwerp,None,,
2610,WILRIJK,Antwerp,None,,
2170,MERKSEM,Antwerp,None,,
2170,MERKSEM,Antwerp,None,,
2140,BORGERHOUT,Antwerp,None,,
9040,Sint-Amandsberg,East Flanders,None,,
8510,Rollegem,West Flanders,None,,
2610,WILRIJK,Antwerp,None,,
2610,Wilrijk,Antwerp,None,,
4300,Waremme,Liège,None,,
1020,Laeken,Brussels,None,,
1653,DWORP,Flemish Brabant,None,,
1653,DWORP,Flemish Brabant,None,,
4020,Liège Jupillesur-Meuse,Liège,None,,
1502,Lembeek,Flemish Brabant,None,,
2610,WILRIJK,Antwerp,None,,
2140,BORGERHOUT,Antwerp,None,,
2170,MERKSEM,Antwerp,None,,
3012,WILSELE,Flemish Brabant,None,,
4102,Ougrée,Liège,None,,
2610,WILRIJK,Antwerp,None,,
3010,KESSEL-LO,Flemish Brabant,None,,
1420,Braine-l’Alleud,Walloon Brabant,None,,
8211,Aartrijke,West Flanders,None,,
7822,MESLIN-L'EVÊQUE,Hainaut,None,,
1020,Laeken,Brussels,None,,
2610,WILRIJK,Antwerp,None,,
2100,Deurne (2100),Antwerp,None,,
2610,WILRIJK,Antwerp,None,,
6001,Marcinelle,Hainaut,None,,
1601,RUISBROEK,Flemish Brabant,None,,
7020,Mons Nimy,Hainaut,None,,
2610,WILRIJK,Antwerp,None,,
2170,Merksem,Antwerp,None,,
1332,GENVAL,Walloon Brabant,None,,
2812,MUIZEN,Antwerp,None,,
1702,Groot-Bijgaarden,Flemish Brabant,None,,
2100,Deurne (2100),Antwerp,None,,
4300,Waremme,Liège,None,,
4300,Waremme,Liège,None,,
1852,Beigem,Flemish Brabant,None,,
1000,Bruxelles,Brussels,None,,
7000,Mons,Hainaut,None,,
2170,Merksem,Antwerp,None,,
2170,Merksem,Antwerp,None,,
5000,Namur,Namur,None,,
9040,Sint-amandsberg,East Flanders,None,,
9040,Sint-Amandsberg,East Flanders,None,,
2180,Ekeren,Antwerp,None,,
2170,MERKSEM,Antwerp,None,,
2170,MERKSEM,Antwerp,None,,
4600,Visé,Liège,None,,
2180,Ekeren,Antwerp,None,,
1653,DWORP,Flemish Brabant,None,,
1370,Jodoigne,Walloon Brabant,None,,
8301,Heist-aan-Zee,West Flanders,None,,
9111,BELSELE,East Flanders,None,,
4300,Waremme,Liège,None,,
8211,Aartrijke,West Flanders,None,,
3201,LANGDORP,Flemish Brabant,None,,
2660,HOBOKEN,Antwerp,None,,
4360,Oreye,Liège,None,,
3271,AVERBODE,Flemish Brabant,None,,
2040,BERENDRECHT,Antwerp,None,,
9040,Sint-Amandsberg,East Flanders,None,,
2180,Ekeren,Antwerp,None,,
2170,MERKSEM,Antwerp,None,,
1300,WAVRE,Walloon Brabant,None,,
2170,Merksem,Antwerp,None,,
4020,LIEGE,Liège,None,,
2180,Ekeren,Antwerp,None,,
1190,Forest,Brussels,None,,
2170,Merksem,Antwerp,None,,
9770,Kruishoutem,East Flanders,None,,
2170,MERKSEM,Antwerp,None,,
2140,BORGERHOUT,Antwerp,None,,
2180,EKEREN,Antwerp,None,,
9031,Drongen,East Flanders,None,,
1020,Bruxelles,Brussels,None,,
4500,HUY,Liège,None,,
2660,Hoboken,Antwerp,None,,
2140,Borgerhout,Antwerp,None,,
2660,HOBOKEN,Antwerp,None,,
2660,Hoboken,Antwerp,None,,
3700,Tongres,Limburg,None,,
8301,Heist-aan-Zee,West Flanders,None,,
4300,Waremme,Liège,None,,
3512,Stevoort,Limburg,None,,
2660,HOBOKEN,Antwerp,None,,
3271,AVERBODE,Flemish Brabant,None,,
9770,Kruishoutem,East Flanders,None,,
1390,Grez-Doiceau Nethen,Walloon Brabant,None,,
4300,Waremme,Liège,None,,
4300,Waremme,Liège,None,,
5020,Malonne,Namur,None,,
4683,VIVEGNIS,Liège,None,,
2610,Wilrijk,Antwerp,None,,
8434,Westende,West Flanders,None,,
2170,Merksem,Antwerp,None,,
2610,Wilrijk,Antwerp,None,,
1020,Bruxelles,Brussels,None,,
8501,Heule,West Flanders,None,,
4102,OUGREE,Liège,None,,
2660,Hoboken,Antwerp,None,,
2431,VEERLE,Antwerp,None,,
3891,BUVINGEN,Limburg,None,,
2660,HOBOKEN,Antwerp,None,,
2660,HOBOKEN,Antwerp,None,,
4300,WAREMME,Liège,None,,
2140,Borgerhout,Antwerp,None,,
4300,Waremme,Liège,None,,
2660,HOBOKEN,Antwerp,None,,
2170,Merksem,Antwerp,None,,
2170,Merksem,Antwerp,None,,
2610,Wilrijk,Antwerp,None,,
6001,Marcinelle,Hainaut,None,,
1470,Genappe,Walloon Brabant,None,,
5100,Namur,Namur,None,,
1000,Bruxelles,Brussels,None,,
1120,Neder-over-Heembeek,Brussels,None,,
4020,LIEGE,Liège,None,,
4602,CHERATTE,Liège,None,,
2140,BORGERHOUT,Antwerp,None,,
8301,Heist-aan-Zee,West Flanders,None,,
2660,HOBOKEN,Antwerp,None,,
6700,Arlon,Luxembourg,None,,
5100,Jambes,Namur,None,,
8434,Westende,West Flanders,None,,
6700,Bonnert,Luxembourg,None,,
8300,Knokke-Zoute,West Flanders,None,,
1390,GREZ-DOICEAU,Walloon Brabant,None,,
2812,MUIZEN,Antwerp,None,,
4600,VISE,Liège,None,,
9052,Zwijnaarde,East Flanders,None,,
8300,Knokke-Zoute,West Flanders,None,,
8501,Heule,West Flanders,None,,
8300,Knokke-Zoute,West Flanders,None,,
1000,Bruxelles,Brussels,None,,
1370,Jodoigne,Walloon Brabant,None,,
1400,Nivelles,Walloon Brabant,None,,
2328,Meerle,Antwerp,None,,
3061,Leefdaal,Flemish Brabant,None,,
2890,LIPPELO,Antwerp,None,,
2140,BORGERHOUT,Antwerp,None,,
2660,HOBOKEN,Antwerp,None,,
7321,BLATON,Hainaut,None,,
5060,FALISOLLE,Namur,None,,
1190,Forest,Brussels,None,,
1000,Bruxelles,Brussels,None,,
1400,Nivelles,Walloon Brabant,None,,
9310,Meldert (9310),East Flanders,None,,
9041,Oostakker,East Flanders,None,,
1000,Bruxelles,Brussels,None,,
9052,Zwijnaarde,East Flanders,None,,
1020,Laeken,Brussels,None,,
1000,Bruxelles,Brussels,None,,
3010,Kessel-Lo,Flemish Brabant,None,,
1020,LAKEN (BRU.),Brussels,None,,
2660,HOBOKEN,Antwerp,None,,
1120,Neder-Over-Heembeek,Brussels,None,,
2243,Pulle,Antwerp,None,,
1000,Bruxelles,Brussels,None,,
3212,Pellenberg,Flemish Brabant,None,,
8510,MARKE,West Flanders,None,,
6700,ARLON,Luxembourg,None,,
8301,Heist-aan-Zee,West Flanders,None,,
2660,HOBOKEN,Antwerp,None,,
1370,Zétrud-lumay,Walloon Brabant,None,,
3018,Wijgmaal,Flemish Brabant,None,,
6700,Arlon,Luxembourg,None,,
9850,Landegem,East Flanders,None,,
8301,Heist-aan-Zee,West Flanders,None,,
2870,Ruisbroek (2870),Antwerp,None,,
1190,Forest,Brussels,None,,
1120,Bruxelles,Brussels,None,,
1300,WAVRE,Walloon Brabant,None,,
1470,Genappe,Walloon Brabant,None,,
9032,Wondelgem,East Flanders,None,,
1000,BRUXELLES,Brussels,None,,
2660,HOBOKEN,Antwerp,None,,
6700,ARLON,Luxembourg,None,,
4651,Battice,Liège,None,,
8300,Knokke-Zoute,West Flanders,None,,
4500,HUY,Liège,None,,
1400,Nivelles,Walloon Brabant,None,,
9041,Oostakker,East Flanders,None,,
6700,Arlon,Luxembourg,None,,
4500,HUY,Liège,None,,
1332,Genval,Walloon Brabant,None,,
4500,Huy,Liège,None,,
1000,Bruxelles,Brussels,None,,
2170,Merksem,Antwerp,None,,
4300,Waremme,Liège,None,,
8511,Aalbeke,West Flanders,None,,
6700,Arlon (Bonnert),Luxembourg,None,,
1420,Braine-l'Alleud,Walloon Brabant,None,,
9690,RUIEN,East Flanders,None,,
2610,WILRIJK,Antwerp,None,,
6700,ARLON,Luxembourg,None,,
1000,Bruxelles,Brussels,None,,
1000,Bruxelles,Brussels,None,,
4500,HUY,Liège,None,,
4500,HUY,Liège,None,,
6700,BONNERT,Luxembourg,None,,
8301,Heist-aan-Zee,West Flanders,None,,
8501,HEULE,West Flanders,None,,
1020,Laeken,Brussels,None,,
8434,Lombardsijde,West Flanders,None,,
8434,Westende,West Flanders,None,,
1000,Bruxelles,Brussels,None,,
1020,Laeken,Brussels,None,,
2660,HOBOKEN,Antwerp,None,,
1300,WAVRE,Walloon Brabant,None,,
1420,Braine-l'Alleud,Walloon Brabant,None,,
5100,JAMBES,Namur,None,,
1130,HAREN (BRU.),Brussels,None,,
1400,NIVELLES,Walloon Brabant,None,,
8300,Knokke-Zoute,West Flanders,None,,
8301,Heist-aan-Zee,West Flanders,None,,
8300,Knokke-Zoute,West Flanders,None,,
1020,Laeken,Brussels,None,,
9850,Nevele,East Flanders,None,,
9850,Landegem,East Flanders,None,,
2660,HOBOKEN,Antwerp,None,,
1000,Bruxelles,Brussels,None,,
1190,Forest,Brussels,None,,
1000,Bruxelles,Brussels,None,,
4683,Vivegnis,Liège,None,,
9403,Neigem,East Flanders,None,,
1400,Nivelles feluy,Walloon Brabant,None,,
1120,Neder-Over-Heembeek,Brussels,None,,
8300,Knokke-Zoute,West Flanders,None,,
2223,Schriek,Antwerp,None,,
1020,Laeken,Brussels,None,,
6741,VANCE,Luxembourg,None,,
4020,Jupille-sur-meuse,Liège,None,,
2610,WILRIJK,Antwerp,None,,
2040,Zandvliet,Antwerp,None,,
1400,NIVELLES,Walloon Brabant,None,,
1370,Jodoigne,Walloon Brabant,None,,
2870,RUISBROEK,Antwerp,None,,
1000,Bruxelles,Brussels,None,,
1300,WAVRE,Walloon Brabant,None,,
1301,BIERGES,Walloon Brabant,None,,
2660,Hoboken,Antwerp,None,,
2660,HOBOKEN,Antwerp,None,,
8301,Heist-aan-Zee,West Flanders,None,,
9052,Zwijnaarde,East Flanders,None,,
9506,Schendelbeke,East Flanders,None,,
1000,Bruxelles,Brussels,None,,
1420,Braine-l'Alleud,Walloon Brabant,None,,
1000,Bruxelles,Brussels,None,,
1000,Bruxelles,Brussels,None,,
9031,Drongen,East Flanders,None,,
8300,Knokke-Zoute,West Flanders,None,,
9112,SINAAI,East Flanders,None,,
8300,Knokke-Zoute,West Flanders,None,,
8434,Westende,West Flanders,None,,
6700,Arlon (Stockem),Luxembourg,None,,
2140,BORGERHOUT,Antwerp,None,,
2660,HOBOKEN,Antwerp,None,,
1731,ZELLIK,Flemish Brabant,None,,
8301,Heist-aan-Zee,West Flanders,None,,
8301,Heist-aan-Zee,West Flanders,None,,
2170,MERKSEM,Antwerp,None,,
6700,ARLON,Luxembourg,None,,
7322,Ville-Pommeroeul,Hainaut,None,,
9308,HOFSTADE,East Flanders,None,,
2801,HEFFEN,Antwerp,None,,
8300,Knokke-Zoute,West Flanders,None,,
8300,Knokke-Zoute,West Flanders,None,,
3012,Wilsele,Flemish Brabant,None,,
2040,Berendrecht,Antwerp,None,,
4500,Huy,Liège,None,,
1000,Bruxelles,Brussels,None,,
1000,Bruxelles,Brussels,None,,
1000,Bruxelles,Brussels,None,,
2140,BORGERHOUT,Antwerp,None,,
1190,Forest,Brussels,None,,
1702,Groot-Bijgaarden,Flemish Brabant,None,,
4360,OREYE,Liège,None,,
1300,Wavre,Walloon Brabant,None,,
6700,Arlon,Luxembourg,None,,
1420,BRAINE-L'ALLEUD,Walloon Brabant,None,,
1300,WAVRE,Walloon Brabant,None,,
8501,Bissegem,West Flanders,None,,
4020,Jupille,Liège,None,,
2040,Zandvliet,Antwerp,None,,
1120,Neder-over-heembeek,Brussels,None,,
1020,Bruxelles,Brussels,None,,
4000,ROCOURT,Liège,None,,
1400,Nivelles,Walloon Brabant,None,,
6700,Arlon (Bonnert),Luxembourg,None,,
7860,LESSINES,Hainaut,None,,
8301,Heist-aan-Zee,West Flanders,None,,
1400,NIVELLES,Walloon Brabant,None,,
5004,Bouge,Namur,None,,
8300,Knokke-Zoute,West Flanders,None,,
1000,Bruxelles,Brussels,None,,
1000,Bruxelles,Brussels,None,,
2100,Deurne (2100),Antwerp,None,,
7500,TOURNAI,Hainaut,None,,
2660,Hoboken,Antwerp,None,,
6700,Arlon (Freylange),Luxembourg,None,,
1000,Bruxelles,Brussels,None,,
